draw_no,first_prize,second_prize_1,second_prize_2,second_prize_3,city,draw_date,rolling_mean_first_prize_10,rolling_std_first_prize_10,rolling_entropy_first_prize_10,rolling_runs_first_prize_10,rolling_digit_dominance_first_prize_10,rolling_mean_second_prize_1_10,rolling_std_second_prize_1_10,rolling_entropy_second_prize_1_10,rolling_runs_second_prize_1_10,rolling_digit_dominance_second_prize_1_10,rolling_mean_second_prize_2_10,rolling_std_second_prize_2_10,rolling_entropy_second_prize_2_10,rolling_runs_second_prize_2_10,rolling_digit_dominance_second_prize_2_10,rolling_mean_second_prize_3_10,rolling_std_second_prize_3_10,rolling_entropy_second_prize_3_10,rolling_runs_second_prize_3_10,rolling_digit_dominance_second_prize_3_10,rolling_mean,rolling_std,rolling_entropy,rolling_runs,rolling_digit_dominance,first_prize_last_digit,first_prize_prev_last_digit,first_prize_transition_prob,first_prize_transition_surprise,second_prize_1_last_digit,second_prize_1_prev_last_digit,second_prize_1_transition_prob,second_prize_1_transition_surprise,second_prize_2_last_digit,second_prize_2_prev_last_digit,second_prize_2_transition_prob,second_prize_2_transition_surprise,second_prize_3_last_digit,second_prize_3_prev_last_digit,second_prize_3_transition_prob,second_prize_3_transition_surprise,last_digit,prev_last_digit,transition_prob,transition_surprise,expected_surprise,surprise_residual,surprise_zscore,is_anomaly
35,890862,228284,747388,890826,Bahawalpur,2008-07-15,448158.3,318354.7775719725,1.9730014063936125,10.0,2.0,257634.5,214573.82398515224,1.4708084763221112,10.0,3.0,562125.3,172202.1061660138,1.6957425341696344,10.0,2.0,769695.7,157376.60636197223,1.6957425341696346,10.0,2.0,448158.3,318354.7775719725,1.9730014063936125,10.0,2.0,2,6.0,0.1,2.3025850929940455,4,5.0,0.15384615384615385,1.8718021769015913,8,9.0,0.375,0.9808292530117262,6,6.0,0.21052631578947367,1.55814461804655,2,6.0,0.1,2.3025850929940455,1.8671630105604557,0.4354220824335897,0.8206204202945638,0
34,526400,259084,458975,941542,Muzaffarabad,2008-04-15,494438.3,288476.10591329756,1.9730014063936125,10.0,2.0,216129.6,157650.05788644668,1.2798542258336676,10.0,3.0,535201.1,164210.73670300734,1.8866967846580782,10.0,1.0,783765.8,166495.91587970644,1.5571130980576458,10.0,2.0,494438.3,288476.10591329756,1.9730014063936125,10.0,2.0,0,2.0,0.25,1.3862943611198906,4,4.0,0.1111111111111111,2.1972245773362196,5,8.0,0.23529411764705882,1.4469189829363254,2,6.0,0.05263157894736842,2.9444389791664407,0,2.0,0.25,1.3862943611198906,1.8591587397931022,-0.4728643786732116,-0.8791369540537726,0
33,4596,21100,752073,788284,Quetta,2008-01-15,449509.5,327800.92706676933,2.0253262207700673,10.0,1.0,214277.7,160044.48145302184,1.4184836619456564,10.0,3.0,556678.4,177983.3843407237,2.0253262207700673,10.0,1.0,804739.3,150183.44787777262,1.5571130980576458,10.0,2.0,449509.5,327800.92706676933,2.0253262207700673,10.0,1.0,6,0.0,0.4,0.916290731874155,0,4.0,0.1111111111111111,2.1972245773362196,3,5.0,0.14285714285714285,1.9459101490553135,4,2.0,0.18181818181818182,1.7047480922384253,6,0.0,0.4,0.916290731874155,1.7205293036811131,-0.8042385718069581,-1.3694555850640369,0
32,827184,184300,541249,991249,Islamabad,2007-10-17,508545.5,338235.8551123923,2.0253262207700673,10.0,1.0,215673.3,159679.24094540274,1.470808476322111,10.0,3.0,545035.5,174414.6852547112,2.0253262207700673,10.0,1.0,814321.2,159387.21167145157,1.6094379124341005,10.0,1.0,508545.5,338235.8551123923,2.0253262207700673,10.0,1.0,4,6.0,0.1,2.3025850929940455,0,0.0,0.14285714285714285,1.9459101490553135,9,3.0,0.2,1.6094379124341003,9,4.0,0.09090909090909091,2.3978952727983707,4,6.0,0.1,2.3025850929940455,1.6942928772343637,0.6082922157596817,1.1059203942837041,0
31,248453,89686,673738,910337,Karachi,2007-07-16,459999.0,337131.55383651395,1.8866967846580784,10.0,1.0,167805.0,104372.16605014949,1.3321790402101223,10.0,3.0,544793.6,174214.18569629223,2.0253262207700677,10.0,1.0,819076.0,161686.38167830443,1.7480673485460896,10.0,1.0,459999.0,337131.55383651395,1.8866967846580784,10.0,1.0,3,4.0,0.15384615384615385,1.8718021769015913,6,0.0,0.2857142857142857,1.252762968495368,8,9.0,0.375,0.9808292530117262,7,9.0,0.2,1.6094379124341003,3,4.0,0.15384615384615385,1.8718021769015913,1.6249781591783694,0.24682401772322193,0.5305019928341778,0
30,278416,329447,549604,739416,Peshawar,2007-04-16,446384.2,341885.8776784377,1.8343719702816237,10.0,2.0,196814.2,105016.05074759858,1.5571130980576458,10.0,2.0,574954.4,139838.3306601671,2.0253262207700677,10.0,1.0,830747.6,149704.26177426582,1.6957425341696344,10.0,2.0,446384.2,341885.8776784377,1.8343719702816237,10.0,2.0,6,3.0,0.1111111111111111,2.1972245773362196,7,6.0,0.2727272727272727,1.2992829841302609,4,8.0,0.17647058823529413,1.7346010553881064,6,7.0,0.3333333333333333,1.0986122886681098,6,3.0,0.1111111111111111,2.1972245773362196,1.7060711808000022,0.49115339653621737,1.0041960437620665,0
29,829275,227759,447759,842059,Lahore,2007-01-15,518953.4,338034.0867625303,1.8343719702816237,10.0,2.0,184066.6,90363.92836647929,1.7480673485460891,10.0,1.0,561884.3,145468.94815889592,1.834371970281624,10.0,2.0,827126.5,148862.62853028145,1.5571130980576458,10.0,2.0,518953.4,338034.0867625303,1.8343719702816237,10.0,2.0,5,6.0,0.2,1.6094379124341003,9,7.0,0.08333333333333333,2.4849066497880004,9,4.0,0.1,2.3025850929940455,9,6.0,0.15789473684210525,1.845826690498331,5,6.0,0.2,1.6094379124341003,1.6798347543532532,-0.07039684191915296,-0.14477447927127107,0
28,100754,64496,370711,555496,Multan,2006-10-16,431750.3,319945.69067371084,1.8343719702816237,10.0,2.0,173239.7,98029.44032511627,1.6957425341696344,10.0,2.0,549813.7,156551.56421593344,1.6957425341696348,10.0,2.0,802030.9,172078.3225236245,1.4708084763221114,10.0,3.0,431750.3,319945.69067371084,1.8343719702816237,10.0,2.0,4,5.0,0.2,1.6094379124341003,6,9.0,0.3,1.2039728043259361,1,9.0,0.25,1.3862943611198906,6,9.0,0.1,2.3025850929940455,4,5.0,0.2,1.6094379124341003,1.6903708059190357,-0.08093289348493538,-0.16751024905580003,0
27,598906,62192,598996,599866,Hyderabad,2006-07-15,466669.2,316911.97775260365,1.6094379124341005,10.0,3.0,157357.3,102205.92017539871,1.8866967846580782,10.0,1.0,543960.2,153133.4848416025,1.834371970281624,10.0,2.0,772098.1,179186.0595318299,1.3592367006650063,10.0,4.0,466669.2,316911.97775260365,1.6094379124341005,10.0,3.0,6,4.0,0.07692307692307693,2.5649493574615367,2,6.0,0.09090909090909091,2.3978952727983707,6,1.0,0.25,1.3862943611198906,6,6.0,0.21052631578947367,1.55814461804655,6,4.0,0.07692307692307693,2.5649493574615367,1.8370045127983787,0.727944844663158,1.439784804630676,0
26,503970,158323,168721,823476,Muzaffarabad,2006-04-15,480881.6,314868.99181730254,1.6957425341696346,10.0,2.0,162467.1,100687.10365555472,1.8866967846580784,10.0,1.0,530921.4,179567.69742863602,1.8866967846580787,10.0,1.0,808255.1,142328.28195208928,1.3592367006650063,10.0,4.0,480881.6,314868.99181730254,1.6957425341696346,10.0,2.0,0,6.0,0.2,1.6094379124341003,3,2.0,0.3333333333333333,1.0986122886681098,1,6.0,0.07142857142857142,2.639057329615259,6,6.0,0.21052631578947367,1.55814461804655,0,6.0,0.2,1.6094379124341003,1.8370045127983787,-0.22756660036427845,-0.4500985694837387,0
25,486101,202058,480801,939236,Quetta,2006-01-15,440405.5,280444.58852814813,1.6957425341696346,10.0,2.0,159844.5,99111.51425008307,2.0253262207700673,10.0,1.0,504262.7,162872.96493555928,1.8343719702816237,10.0,2.0,813096.1,146218.91822382133,1.3592367006650063,10.0,4.0,440405.5,280444.58852814813,1.6957425341696346,10.0,2.0,1,0.0,0.1,2.3025850929940455,8,3.0,0.2222222222222222,1.5040773967762742,1,1.0,0.125,2.0794415416798357,6,6.0,0.21052631578947367,1.55814461804655,1,0.0,0.1,2.3025850929940455,1.8370045127983787,0.4655805801956667,0.9208607624758156,0
24,655937,254038,255838,778454,Quetta,2005-10-15,453359.2,287754.3889302513,1.8343719702816237,10.0,2.0,159339.9,98561.44230484396,1.8866967846580782,10.0,1.0,483949.0,180827.05552359478,1.6957425341696348,10.0,2.0,796787.3,139228.71060480972,1.2206072645530175,10.0,4.0,453359.2,287754.3889302513,1.8343719702816237,10.0,2.0,7,1.0,0.25,1.3862943611198906,8,8.0,0.4,0.916290731874155,8,1.0,0.125,2.0794415416798357,4,6.0,0.10526315789473684,2.2512917986064953,7,1.0,0.25,1.3862943611198906,1.8370045127983783,-0.4507101516784877,-0.8914488953895281,0
23,966519,168700,185006,756162,Bahawalpur,2005-07-15,549551.5,281787.6032299073,2.0253262207700673,10.0,1.0,174099.9,85782.66252111255,1.8866967846580782,10.0,1.0,427242.3,176259.2017166443,1.5571130980576458,10.0,2.0,793575.1,139816.00262523626,1.3592367006650063,10.0,4.0,549551.5,281787.6032299073,2.0253262207700673,10.0,1.0,9,7.0,0.3,1.2039728043259361,0,8.0,0.1,2.3025850929940455,6,8.0,0.11764705882352941,2.1400661634962708,2,4.0,0.36363636363636365,1.0116009116784799,9,7.0,0.3,1.2039728043259361,1.8657727200435565,-0.6617999157176204,-1.461530502649167,0
22,199338,288233,543806,836940,Faisalabad,2005-04-15,486766.9,282997.6267197112,2.163955656882057,10.0,1.0,184493.2,93136.75866380565,1.8866967846580782,10.0,1.0,427498.0,176444.7254952976,1.504788283681191,10.0,2.0,778144.2,123090.32292209944,1.4978661367769954,10.0,4.0,486766.9,282997.6267197112,2.163955656882057,10.0,1.0,8,9.0,0.125,2.0794415416798357,3,0.0,0.42857142857142855,0.8472978603872037,6,6.0,0.07142857142857142,2.639057329615259,0,2.0,0.18181818181818182,1.7047480922384253,8,9.0,0.125,2.0794415416798357,1.8434583649121357,0.2359831767677001,0.5437365113098375,0
21,266315,147474,554020,579962,Islamabad,2005-01-15,488553.1,281378.0633352968,2.0253262207700673,10.0,1.0,190272.0,88266.12099025676,2.0253262207700673,10.0,1.0,415526.2,161291.69894173386,1.6434177197931796,10.0,2.0,745106.7,127909.48724091322,1.3592367006650063,10.0,4.0,488553.1,281378.0633352968,2.0253262207700673,10.0,1.0,5,8.0,0.5,0.6931471805599453,4,3.0,0.2222222222222222,1.5040773967762742,0,6.0,0.14285714285714285,1.9459101490553135,2,0.0,0.2,1.6094379124341003,5,8.0,0.5,0.6931471805599453,1.7255928652779708,-1.0324456847180254,-1.8255304490572302,0
20,278995,63572,279703,800636,Bahawalpur,2004-10-15,488611.0,281330.0737749562,1.9730014063936125,10.0,2.0,163684.5,81467.39691741706,1.8866967846580787,10.0,1.0,388536.1,158927.49554186928,1.6434177197931796,10.0,2.0,751228.7,129066.67638950553,1.3592367006650063,10.0,4.0,488611.0,281330.0737749562,1.9730014063936125,10.0,2.0,5,5.0,0.06666666666666667,2.70805020110221,2,4.0,0.1111111111111111,2.1972245773362196,3,0.0,0.16666666666666666,1.791759469228055,6,2.0,0.18181818181818182,1.7047480922384253,5,5.0,0.06666666666666667,2.70805020110221,1.77667542765457,0.9313747734476401,1.4735730655239918,0
19,849614,348514,611986,742214,Lahore,2004-07-15,490644.9,284126.21047557576,2.0253262207700673,10.0,1.0,175760.0,99068.24604057313,1.7480673485460896,10.0,1.0,404958.8,173540.57954060394,1.4184836619456562,10.0,3.0,741244.2,125059.13339234542,1.2206072645530175,10.0,4.0,490644.9,284126.21047557576,2.0253262207700673,10.0,1.0,4,5.0,0.2,1.6094379124341003,4,2.0,0.1111111111111111,2.1972245773362196,6,3.0,0.2,1.6094379124341003,4,6.0,0.10526315789473684,2.2512917986064953,4,5.0,0.2,1.6094379124341003,1.77667542765457,-0.1672375152204697,-0.26459455956898636,0
18,437687,265659,543274,758006,Multan,2004-04-15,524338.2,250773.5968588224,2.0253262207700673,10.0,1.0,195876.3,94272.74474163887,1.7480673485460898,10.0,1.0,422215.1,178271.75839615025,1.6094379124341003,10.0,3.0,761495.2,106685.21491315794,1.2206072645530175,10.0,4.0,524338.2,250773.5968588224,2.0253262207700673,10.0,1.0,7,4.0,0.07692307692307693,2.5649493574615367,9,4.0,0.4444444444444444,0.8109302162163288,4,6.0,0.14285714285714285,1.9459101490553135,6,4.0,0.18181818181818182,1.7047480922384253,7,4.0,0.07692307692307693,2.5649493574615367,1.8722265721573137,0.692722785304223,1.026645424851372,0
17,647006,467876,571871,700230,Hyderabad,2004-01-15,529148.2,252815.7526943289,2.0253262207700673,10.0,1.0,236444.7,115296.98249790499,1.8866967846580782,10.0,1.0,419502.6,175467.37709215298,1.6434177197931796,10.0,2.0,771531.6,93724.03279984654,1.3321790402101223,10.0,3.0,529148.2,252815.7526943289,2.0253262207700673,10.0,1.0,6,7.0,0.2,1.6094379124341003,6,9.0,0.3,1.2039728043259361,1,4.0,0.2,1.6094379124341003,0,6.0,0.15789473684210525,1.845826690498331,6,7.0,0.2,1.6094379124341003,1.77667542765457,-0.1672375152204697,-0.26459455956898636,0
16,867220,577084,673464,870074,Quetta,2003-10-15,565473.2,274004.4174914786,2.0253262207700673,10.0,1.0,278320.8,153491.4412161871,1.8343719702816235,10.0,2.0,469976.9,167739.0950252136,1.6957425341696346,10.0,2.0,776191.4,97668.93937310221,1.366158847569202,10.0,2.0,565473.2,274004.4174914786,2.0253262207700673,10.0,1.0,0,6.0,0.2,1.6094379124341003,4,6.0,0.09090909090909091,2.3978952727983707,4,1.0,0.125,2.0794415416798357,4,0.0,0.2,1.6094379124341003,0,6.0,0.2,1.6094379124341003,1.77667542765457,-0.1672375152204697,-0.26459455956898636,0
15,70763,76767,124174,141175,Karachi,2003-07-15,523939.4,315681.53039106436,2.0253262207700673,10.0,1.0,265791.7,165084.06575711656,1.9730014063936125,10.0,2.0,434314.2,199992.17728967924,1.6434177197931799,10.0,2.0,696385.3,210508.68184051997,1.5571130980576458,10.0,2.0,523939.4,315681.53039106436,2.0253262207700673,10.0,1.0,3,0.0,0.2,1.6094379124341003,7,4.0,0.1111111111111111,2.1972245773362196,4,4.0,0.1,2.3025850929940455,5,4.0,0.09090909090909091,2.3978952727983707,3,0.0,0.2,1.6094379124341003,1.7073607095985757,-0.09792279716447538,-0.1617448269233886,0
14,849918,7621,211036,251036,Islamabad,2003-04-15,543337.5,330314.5430388201,2.0253262207700677,10.0,1.0,241150.0,184305.47287587525,1.9730014063936125,10.0,2.0,429834.0,204876.79698947485,1.4184836619456567,10.0,3.0,643643.5,250024.19860452146,1.5571130980576458,10.0,2.0,543337.5,330314.5430388201,2.0253262207700677,10.0,1.0,8,3.0,0.1111111111111111,2.1972245773362196,1,7.0,0.16666666666666666,1.791759469228055,6,4.0,0.2,1.6094379124341003,6,5.0,0.5,0.6931471805599453,8,3.0,0.1111111111111111,2.1972245773362196,1.7884537312202085,0.4087708461160111,0.6680277239494959,0
13,406685,172128,176588,343231,Peshawar,2003-01-15,487354.1,296314.2455691443,1.8343719702816237,10.0,2.0,241492.8,184158.876110819,1.9730014063936125,10.0,2.0,428992.2,206008.68864136084,1.6434177197931799,10.0,2.0,602350.4,263131.7699532135,1.6957425341696346,10.0,2.0,487354.1,296314.2455691443,1.8343719702816237,10.0,2.0,5,8.0,0.5,0.6931471805599453,8,1.0,0.2222222222222222,1.5040773967762742,8,6.0,0.21428571428571427,1.540445040947149,1,6.0,0.21052631578947367,1.55814461804655,5,8.0,0.5,0.6931471805599453,1.7373711688436093,-1.044223988283664,-1.5282497869297533,0
12,195989,618612,753979,826024,Lahore,2002-10-15,487019.2,296677.60564169474,1.9730014063936125,10.0,2.0,274530.7,219684.0259205884,1.8343719702816235,10.0,2.0,450009.5,228515.29505641863,1.8343719702816237,10.0,2.0,601258.8,262070.94845810955,1.6434177197931799,10.0,2.0,487019.2,296677.60564169474,1.9730014063936125,10.0,2.0,9,5.0,0.13333333333333333,2.0149030205422647,2,8.0,0.2,1.6094379124341003,9,8.0,0.058823529411764705,2.833213344056216,4,1.0,0.125,2.0794415416798357,9,5.0,0.13333333333333333,2.0149030205422647,1.7309173167298522,0.2839857038124125,0.41763350375228553,0
11,227713,717713,720841,757843,Multan,2002-07-15,483159.0,300099.75475276005,2.0253262207700677,10.0,1.0,331554.6,254318.1593351131,2.0253262207700673,10.0,1.0,466691.6,242606.62108542866,1.6957425341696346,10.0,2.0,619046.9,266464.82594954636,1.6434177197931799,10.0,2.0,483159.0,300099.75475276005,2.0253262207700677,10.0,1.0,3,9.0,0.125,2.0794415416798357,3,2.0,0.3333333333333333,1.0986122886681098,1,9.0,0.25,1.3862943611198906,3,4.0,0.18181818181818182,1.7047480922384253,3,9.0,0.125,2.0794415416798357,1.8695467528418415,0.20989478883799428,0.36271682205962885,0
10,256287,290566,443286,533336,Bahawalpur,2002-04-15,480888.2,301896.8119123561,2.0253262207700677,10.0,1.0,354254.0,237302.50252274107,2.0253262207700677,10.0,1.0,483049.9,233958.42440316398,1.5047882836811908,10.0,2.0,592316.9,259541.981051856,1.6434177197931799,10.0,2.0,480888.2,301896.8119123561,2.0253262207700677,10.0,1.0,7,3.0,0.1111111111111111,2.1972245773362196,6,3.0,0.1111111111111111,2.1972245773362196,6,1.0,0.25,1.3862943611198906,6,3.0,0.1,2.3025850929940455,7,3.0,0.1111111111111111,2.1972245773362196,1.8184641904652423,0.37876038687097724,0.7346975767152716,0
9,594970,172647,178159,178931,Hyderabad,2002-01-15,455423.8,277057.30458549154,1.8866967846580782,10.0,1.0,336667.3,244191.9859482379,2.0253262207700677,10.0,1.0,439667.2,247238.58373140497,1.5571130980576458,10.0,2.0,535988.6,283421.2309299039,1.6957425341696346,10.0,2.0,455423.8,277057.30458549154,1.8866967846580782,10.0,1.0,0,7.0,0.1,2.3025850929940455,7,6.0,0.2727272727272727,1.2992829841302609,9,6.0,0.07142857142857142,2.639057329615259,1,6.0,0.21052631578947367,1.55814461804655,0,7.0,0.1,2.3025850929940455,1.887778908521237,0.41480618447280837,0.7816492159219404,0
8,740883,32401,117883,421075,Gujranwala,2001-10-15,485743.4,291133.0985355897,1.8343719702816237,10.0,2.0,313341.5,262204.8408745642,1.8866967846580784,10.0,1.0,397128.1,263493.03335612285,1.7480673485460894,10.0,1.0,502295.5,273964.6179431239,1.7480673485460894,10.0,1.0,485743.4,291133.0985355897,1.8343719702816237,10.0,2.0,3,0.0,0.2,1.6094379124341003,1,7.0,0.16666666666666666,1.791759469228055,3,9.0,0.125,2.0794415416798357,5,1.0,0.125,2.0794415416798357,3,0.0,0.2,1.6094379124341003,1.7922277640184934,-0.1827898515843931,-0.38186219814144917,0
7,410853,281299,281925,668153,Sukkur,2001-07-16,462128.1,286133.7005820298,1.6094379124341,10.0,3.0,294683.8,256564.29119025028,2.0253262207700673,10.0,1.0,368133.5,258023.90339365794,1.8866967846580784,10.0,1.0,499087.8,271566.9055245455,1.6094379124341005,10.0,1.0,462128.1,286133.7005820298,1.6094379124341,10.0,3.0,3,3.0,0.1111111111111111,2.1972245773362196,9,1.0,0.1111111111111111,2.1972245773362196,5,3.0,0.2,1.6094379124341003,3,5.0,0.16666666666666666,1.791759469228055,3,3.0,0.1111111111111111,2.1972245773362196,1.8510064305087048,0.34621814682751473,0.7069975106834379,0
6,786880,208018,332281,429055,Quetta,2001-04-16,454094.1,274382.4073213029,1.6094379124341,10.0,3.0,257777.2,237245.12319530523,1.8866967846580782,10.0,1.0,334015.2,234664.08996681884,1.8866967846580784,10.0,1.0,454985.9,238411.71537090951,1.5571130980576458,10.0,2.0,454094.1,274382.4073213029,1.6094379124341,10.0,3.0,0,3.0,0.1111111111111111,2.1972245773362196,8,9.0,0.2,1.6094379124341003,1,5.0,0.14285714285714285,1.9459101490553135,5,3.0,0.1,2.3025850929940455,0,3.0,0.1111111111111111,2.1972245773362196,1.9097850969989172,0.2874394803373024,0.5833357021446147,0
5,677216,195498,404323,677256,Muzaffarabad,2001-01-15,514739.4,245771.68152087834,1.8343719702816237,10.0,2.0,269650.3,230041.43045501367,1.8343719702816235,10.0,2.0,362030.1,223275.27289645985,1.7480673485460894,10.0,1.0,508594.0,219532.2671231313,1.5571130980576458,10.0,2.0,514739.4,245771.68152087834,1.8343719702816237,10.0,2.0,6,0.0,0.4,0.916290731874155,8,8.0,0.4,0.916290731874155,3,1.0,0.125,2.0794415416798357,6,5.0,0.5,0.6931471805599453,6,0.0,0.4,0.916290731874155,1.8404703789429224,-0.9241796470687674,-1.5917283598012935,0
4,548378,301073,472750,578505,Lahore,2000-10-16,484585.4,216878.79341297233,1.8343719702816237,10.0,2.0,298995.5,210815.39104642134,1.8343719702816235,10.0,2.0,388201.5,218905.58178368892,1.8866967846580784,10.0,1.0,541340.9,200437.73672609028,1.5571130980576458,10.0,2.0,484585.4,216878.79341297233,1.8343719702816237,10.0,2.0,8,6.0,0.1,2.3025850929940455,3,8.0,0.1,2.3025850929940455,0,3.0,0.2,1.6094379124341003,5,6.0,0.05263157894736842,2.9444389791664407,8,6.0,0.1,2.3025850929940455,1.8510064305087053,0.4515786624853402,0.7670691393248189,0
3,941694,248225,267064,609209,Hyderabad,2000-07-15,538086.3,257678.5327487851,1.8343719702816237,10.0,2.0,306605.2,207067.18386166357,2.0253262207700673,10.0,1.0,397249.1,210911.33300009638,1.8866967846580787,10.0,1.0,567938.7,188521.05500037735,1.6957425341696344,10.0,2.0,538086.3,257678.5327487851,1.8343719702816237,10.0,2.0,4,8.0,0.25,1.3862943611198906,5,3.0,0.1111111111111111,2.1972245773362196,4,0.0,0.16666666666666666,1.791759469228055,9,5.0,0.16666666666666666,1.791759469228055,4,8.0,0.25,1.3862943611198906,1.9203211485646996,-0.534026787444809,-1.148318410445695,0
2,752300,38121,338558,367788,Peshawar,2000-04-17,593717.4,234637.49579212622,1.6434177197931799,10.0,2.0,248556.1,190592.61673553885,1.8866967846580782,10.0,1.0,355707.0,169732.88702219323,2.0253262207700677,10.0,1.0,522115.1,173946.3362556577,1.6957425341696346,10.0,2.0,593717.4,234637.49579212622,1.6434177197931799,10.0,2.0,0,4.0,0.23076923076923078,1.466337068793427,1,5.0,0.23076923076923078,1.466337068793427,8,4.0,0.1,2.3025850929940455,8,9.0,0.2,1.6094379124341003,0,4.0,0.23076923076923078,1.466337068793427,1.8654645533898158,-0.3991274845963888,-0.8236260525708288,0
1,367030,211403,527674,676693,Islamabad,2000-01-15,607649.1,213692.3603207035,1.6094379124341,10.0,3.0,197925.1,95781.62918204446,1.8866967846580782,10.0,1.0,336390.3,129872.47530477191,2.0253262207700673,10.0,1.0,514000.1,163293.90787809461,1.6957425341696346,10.0,2.0,607649.1,213692.3603207035,1.6094379124341,10.0,3.0,0,0.0,0.1,2.3025850929940455,3,1.0,0.2222222222222222,1.5040773967762742,4,8.0,0.17647058823529413,1.7346010553881064,3,8.0,0.25,1.3862943611198906,0,0.0,0.1,2.3025850929940455,1.8877789085212366,0.4148061844728088,0.8289080335649496,0
